midi_file_path,artist_name,song_title,sentiment,keywords,spotify_metadata,topics,prompt
archive-new\1910_Fruitgum_Company\Simon_Says.mid,1910 Fruitgum Company,Simon Says,0.0,[],"{'energy': 0.632, 'acousticness': 0.411, 'danceability': 0.8, 'instrumentalness': 0.00279, 'liveness': 0.115, 'speechiness': 0.0387, 'loudness': -10.803, 'tempo': 134.282, 'time_signature': 4, 'valence': 0.986, 'genre': ['bubblegum pop', 'classic garage rock', 'merseybeat'], 'popularity': 40}",love like know say wanna,"1910 Fruitgum Company's song 'Simon Says' has a neutral tone and belongs to genres such as bubblegum pop, classic garage rock with a tempo of around 134.282 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\20_Fingers\Lick_It.mid,20 Fingers,Lick It,0.0,[],"{'energy': 0.403, 'acousticness': 0.00403, 'danceability': 0.918, 'instrumentalness': 0.579, 'liveness': 0.0713, 'speechiness': 0.0821, 'loudness': -14.439, 'tempo': 127.005, 'time_signature': 4, 'valence': 0.286, 'genre': ['eurodance', 'hip house'], 'popularity': 38}",love like know say wanna,"20 Fingers's song 'Lick It' has a neutral tone and belongs to genres such as eurodance, hip house with a tempo of around 127.005 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\20_Fingers\Short_Dick_Man.mid,20 Fingers,Short Dick Man,-0.04504716981132073,"['haha haha hahaha haha haha hahaha1embed ah', 'weeny shriveled little short dick man', 'weeny shriveled little short dick man', 'weeny shriveled little short dick man', 'weeny shriveled little short dick man', 'weeny shriveled little short dick man', 'weeny shriveled little short dick man', 'weeny shriveled little short dick man', 'short dick man', 'short dick man']","{'energy': 0.768, 'acousticness': 0.00584, 'danceability': 0.825, 'instrumentalness': 0.818, 'liveness': 0.0655, 'speechiness': 0.0563, 'loudness': -6.759, 'tempo': 125.019, 'time_signature': 4, 'valence': 0.0699, 'genre': [], 'popularity': 9}",get got call face back,"20 Fingers's song 'Short Dick Man' has a negative tone and includes themes like haha haha hahaha haha haha hahaha1embed ah, weeny shriveled little short dick man, weeny shriveled little short dick man with a tempo of around 125.019 BPM. The lyrics often reflect topics such as get got call face back"
archive-new\2_Brothers_on_the_4th_Floor\Come_Take_My_Hand.mid,2 Brothers on the 4th Floor,Come Take My Hand,0.0,[],"{'energy': 0.928, 'acousticness': 0.0068, 'danceability': 0.535, 'instrumentalness': 9.18e-06, 'liveness': 0.109, 'speechiness': 0.0823, 'loudness': -2.025, 'tempo': 154.872, 'time_signature': 4, 'valence': 0.116, 'genre': ['eurodance', 'hip house'], 'popularity': 53}",love like know say wanna,"2 Brothers on the 4th Floor's song 'Come Take My Hand' has a neutral tone and belongs to genres such as eurodance, hip house with a tempo of around 154.872 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Brothers_on_the_4th_Floor\Dreams.mid,2 Brothers on the 4th Floor,Dreams,0.0,[],"{'energy': 0.953, 'acousticness': 0.0113, 'danceability': 0.702, 'instrumentalness': 0.00193, 'liveness': 0.266, 'speechiness': 0.0473, 'loudness': -6.347, 'tempo': 134.027, 'time_signature': 4, 'valence': 0.507, 'genre': ['eurodance', 'hip house'], 'popularity': 68}",love like know say wanna,"2 Brothers on the 4th Floor's song 'Dreams' has a neutral tone and belongs to genres such as eurodance, hip house with a tempo of around 134.027 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Brothers_on_the_4th_Floor\Let_Me_Be_Free.mid,2 Brothers on the 4th Floor,Let Me Be Free,0.0,[],"{'energy': 0.783, 'acousticness': 0.0475, 'danceability': 0.742, 'instrumentalness': 3.83e-05, 'liveness': 0.253, 'speechiness': 0.0348, 'loudness': -6.329, 'tempo': 134.953, 'time_signature': 4, 'valence': 0.63, 'genre': ['eurodance', 'hip house'], 'popularity': 46}",love like know say wanna,"2 Brothers on the 4th Floor's song 'Let Me Be Free' has a neutral tone and belongs to genres such as eurodance, hip house with a tempo of around 134.953 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Brothers_on_the_4th_Floor\Never_Alone.mid,2 Brothers on the 4th Floor,Never Alone,0.0,[],"{'energy': 0.866, 'acousticness': 0.171, 'danceability': 0.705, 'instrumentalness': 0.000162, 'liveness': 0.645, 'speechiness': 0.0563, 'loudness': -5.036, 'tempo': 127.986, 'time_signature': 4, 'valence': 0.816, 'genre': ['eurodance', 'hip house'], 'popularity': 59}",love like know say wanna,"2 Brothers on the 4th Floor's song 'Never Alone' has a neutral tone and belongs to genres such as eurodance, hip house with a tempo of around 127.986 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Get_Ready_for_This.mid,2 Unlimited,Get Ready for This,0.13103896103896107,"['face ray ’', 'heart get ready', 'heart get ready', '2 unlimited ready', '2 unlimited', '2 unlimited', 'get closer', 'get ready', 'get ready', 'get ready']","{'energy': 0.921, 'acousticness': 0.00291, 'danceability': 0.82, 'instrumentalness': 0.83, 'liveness': 0.0775, 'speechiness': 0.05, 'loudness': -8.019, 'tempo': 124.832, 'time_signature': 4, 'valence': 0.628, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 32}",get got call face back,"2 Unlimited's song 'Get Ready for This' has a positive tone and includes themes like face ray ’, heart get ready, heart get ready and belongs to genres such as eurodance, europop with a tempo of around 124.832 BPM. The lyrics often reflect topics such as get got call face back"
archive-new\2_Unlimited\Here_I_Go.mid,2 Unlimited,Here I Go,0.0,[],"{'energy': 0.975, 'acousticness': 0.0614, 'danceability': 0.664, 'instrumentalness': 0, 'liveness': 0.36, 'speechiness': 0.157, 'loudness': -7.46, 'tempo': 138.871, 'time_signature': 4, 'valence': 0.315, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 36}",love like know say wanna,"2 Unlimited's song 'Here I Go' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 138.871 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Let_the_Beat_Control_Your_Body.2.mid,2 Unlimited,Let the Beat Control Your Body.2,0.0,[],"{'energy': 0.867, 'acousticness': 0.000144, 'danceability': 0.843, 'instrumentalness': 0.733, 'liveness': 0.0718, 'speechiness': 0.0434, 'loudness': -12.334, 'tempo': 140.004, 'time_signature': 4, 'valence': 0.89, 'genre': [], 'popularity': 0}",love like know say wanna,2 Unlimited's song 'Let the Beat Control Your Body.2' has a neutral tone with a tempo of around 140.004 BPM. The lyrics often reflect topics such as love like know say wanna
archive-new\2_Unlimited\Let_the_Beat_Control_Your_Body.mid,2 Unlimited,Let the Beat Control Your Body,0.0,[],"{'energy': 0.966, 'acousticness': 0.00797, 'danceability': 0.661, 'instrumentalness': 2.15e-05, 'liveness': 0.0497, 'speechiness': 0.044, 'loudness': -7.508, 'tempo': 141.934, 'time_signature': 4, 'valence': 0.966, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 47}",love like know say wanna,"2 Unlimited's song 'Let the Beat Control Your Body' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 141.934 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Maximum_Overdrive.mid,2 Unlimited,Maximum Overdrive,0.0,[],"{'energy': 0.845, 'acousticness': 0.00708, 'danceability': 0.646, 'instrumentalness': 1.83e-05, 'liveness': 0.144, 'speechiness': 0.0415, 'loudness': -13.238, 'tempo': 128.0, 'time_signature': 4, 'valence': 0.696, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 35}",love like know say wanna,"2 Unlimited's song 'Maximum Overdrive' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 128.0 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_Limit.1.mid,2 Unlimited,No Limit.1,0.0,[],"{'energy': 0.766, 'acousticness': 0.00112, 'danceability': 0.738, 'instrumentalness': 0.462, 'liveness': 0.33, 'speechiness': 0.0702, 'loudness': -9.655, 'tempo': 145.038, 'time_signature': 4, 'valence': 0.902, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 25}",love like know say wanna,"2 Unlimited's song 'No Limit.1' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 145.038 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_Limit.2.mid,2 Unlimited,No Limit.2,0.0,[],"{'energy': 0.86, 'acousticness': 0.00157, 'danceability': 0.659, 'instrumentalness': 0.841, 'liveness': 0.0808, 'speechiness': 0.0343, 'loudness': -12.283, 'tempo': 139.316, 'time_signature': 4, 'valence': 0.753, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 13}",love like know say wanna,"2 Unlimited's song 'No Limit.2' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 139.316 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_Limit.mid,2 Unlimited,No Limit,0.0,[],"{'energy': 0.985, 'acousticness': 0.00872, 'danceability': 0.65, 'instrumentalness': 0.00422, 'liveness': 0.0485, 'speechiness': 0.0445, 'loudness': -14.404, 'tempo': 141.047, 'time_signature': 4, 'valence': 0.757, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 68}",love like know say wanna,"2 Unlimited's song 'No Limit' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 141.047 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_Limits.mid,2 Unlimited,No Limits,0.0,[],"{'energy': 0.985, 'acousticness': 0.00872, 'danceability': 0.65, 'instrumentalness': 0.00422, 'liveness': 0.0485, 'speechiness': 0.0445, 'loudness': -14.404, 'tempo': 141.047, 'time_signature': 4, 'valence': 0.757, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 68}",love like know say wanna,"2 Unlimited's song 'No Limits' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 141.047 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_Limit_extended_.mid,2 Unlimited,No Limit extended ,0.0,[],"{'energy': 0.999, 'acousticness': 0.00413, 'danceability': 0.66, 'instrumentalness': 0.0441, 'liveness': 0.0528, 'speechiness': 0.0526, 'loudness': -8.163, 'tempo': 141.116, 'time_signature': 4, 'valence': 0.662, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 33}",love like know say wanna,"2 Unlimited's song 'No Limit extended ' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 141.116 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_One.1.mid,2 Unlimited,No One.1,0.0,[],"{'energy': 0.714, 'acousticness': 0.0272, 'danceability': 0.828, 'instrumentalness': 0.000494, 'liveness': 0.0611, 'speechiness': 0.0457, 'loudness': -10.1, 'tempo': 132.931, 'time_signature': 4, 'valence': 0.969, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 47}",love like know say wanna,"2 Unlimited's song 'No One.1' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 132.931 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\No_One.mid,2 Unlimited,No One,0.0,[],"{'energy': 0.714, 'acousticness': 0.0272, 'danceability': 0.828, 'instrumentalness': 0.000494, 'liveness': 0.0611, 'speechiness': 0.0457, 'loudness': -10.1, 'tempo': 132.931, 'time_signature': 4, 'valence': 0.969, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 47}",love like know say wanna,"2 Unlimited's song 'No One' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 132.931 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\The_Real_Thing.2.mid,2 Unlimited,The Real Thing.2,0.0,[],"{'energy': 0.978, 'acousticness': 0.0295, 'danceability': 0.427, 'instrumentalness': 0.848, 'liveness': 0.136, 'speechiness': 0.0423, 'loudness': -8.869, 'tempo': 144.024, 'time_signature': 4, 'valence': 0.561, 'genre': [], 'popularity': 0}",love like know say wanna,2 Unlimited's song 'The Real Thing.2' has a neutral tone with a tempo of around 144.024 BPM. The lyrics often reflect topics such as love like know say wanna
archive-new\2_Unlimited\The_Real_Thing.mid,2 Unlimited,The Real Thing,0.0,[],"{'energy': 0.969, 'acousticness': 0.00837, 'danceability': 0.594, 'instrumentalness': 0.00529, 'liveness': 0.212, 'speechiness': 0.0832, 'loudness': -9.392, 'tempo': 143.935, 'time_signature': 4, 'valence': 0.46, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 49}",love like know say wanna,"2 Unlimited's song 'The Real Thing' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 143.935 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Tribal_Dance_edit_.2.mid,2 Unlimited,Tribal Dance edit .2,0.0,[],"{'energy': 0.964, 'acousticness': 0.019, 'danceability': 0.655, 'instrumentalness': 0.000465, 'liveness': 0.52, 'speechiness': 0.0528, 'loudness': -9.96, 'tempo': 136.038, 'time_signature': 4, 'valence': 0.804, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 12}",love like know say wanna,"2 Unlimited's song 'Tribal Dance edit .2' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 136.038 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Tribal_Dance_edit_.mid,2 Unlimited,Tribal Dance edit ,0.0,[],"{'energy': 0.964, 'acousticness': 0.019, 'danceability': 0.655, 'instrumentalness': 0.000465, 'liveness': 0.52, 'speechiness': 0.0528, 'loudness': -9.96, 'tempo': 136.038, 'time_signature': 4, 'valence': 0.804, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 12}",love like know say wanna,"2 Unlimited's song 'Tribal Dance edit ' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 136.038 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Twilight_Zone.1.mid,2 Unlimited,Twilight Zone.1,0.0,[],"{'energy': 0.995, 'acousticness': 8.18e-05, 'danceability': 0.655, 'instrumentalness': 0.634, 'liveness': 0.352, 'speechiness': 0.0677, 'loudness': -6.09, 'tempo': 138.0, 'time_signature': 4, 'valence': 0.784, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 12}",love like know say wanna,"2 Unlimited's song 'Twilight Zone.1' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 138.0 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Twilight_Zone.2.mid,2 Unlimited,Twilight Zone.2,0.0,[],"{'energy': 0.878, 'acousticness': 0.000477, 'danceability': 0.742, 'instrumentalness': 0.747, 'liveness': 0.535, 'speechiness': 0.0543, 'loudness': -10.003, 'tempo': 134.993, 'time_signature': 4, 'valence': 0.306, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 19}",love like know say wanna,"2 Unlimited's song 'Twilight Zone.2' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 134.993 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Twilight_Zone.3.mid,2 Unlimited,Twilight Zone.3,0.0,[],"{'energy': 0.992, 'acousticness': 0.0338, 'danceability': 0.725, 'instrumentalness': 0.805, 'liveness': 0.232, 'speechiness': 0.0986, 'loudness': -7.812, 'tempo': 127.854, 'time_signature': 4, 'valence': 0.506, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 25}",love like know say wanna,"2 Unlimited's song 'Twilight Zone.3' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 127.854 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Twilight_Zone.mid,2 Unlimited,Twilight Zone,0.0,[],"{'energy': 0.907, 'acousticness': 0.0631, 'danceability': 0.709, 'instrumentalness': 0.00186, 'liveness': 0.138, 'speechiness': 0.0452, 'loudness': -12.405, 'tempo': 127.9, 'time_signature': 4, 'valence': 0.746, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 56}",love like know say wanna,"2 Unlimited's song 'Twilight Zone' has a neutral tone and belongs to genres such as eurodance, europop with a tempo of around 127.9 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\2_Unlimited\Workaholic.mid,2 Unlimited,Workaholic,0.4203125,"['ray :] first like', '1st person :] ok', '3rd person :]', '3rd person :]', '3rd person :]', 'might also like', 'anita :] work', 'anita :] work', ""workin ', workin"", ""workin ', workin""]","{'energy': 0.881, 'acousticness': 0.000704, 'danceability': 0.57, 'instrumentalness': 0.19, 'liveness': 0.334, 'speechiness': 0.0483, 'loudness': -12.808, 'tempo': 128.91, 'time_signature': 4, 'valence': 0.623, 'genre': ['eurodance', 'europop', 'hip house'], 'popularity': 37}",take work share guy hurry,"2 Unlimited's song 'Workaholic' has a positive tone and includes themes like ray :] first like, 1st person :] ok, 3rd person :] and belongs to genres such as eurodance, europop with a tempo of around 128.91 BPM. The lyrics often reflect topics such as take work share guy hurry"
archive-new\311\All_Mixed_Up.mid,311,All Mixed Up,0.0792027417027417,"['day many moons since first', 'said sick sick bit got', 'quits sick sick bit', 'many moons since first', 'many moons since first', 'many moons since first', 'really truly nothing', 'hip hop reggae', 'gets us known', 'might also like']","{'energy': 0.702, 'acousticness': 0.0104, 'danceability': 0.76, 'instrumentalness': 0, 'liveness': 0.38, 'speechiness': 0.0716, 'loudness': -9.404, 'tempo': 92.324, 'time_signature': 4, 'valence': 0.659, 'genre': ['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion'], 'popularity': 62}",get got call face back,"311's song 'All Mixed Up' has a positive tone and includes themes like day many moons since first, said sick sick bit got, quits sick sick bit and belongs to genres such as alternative metal, alternative rock with a tempo of around 92.324 BPM. The lyrics often reflect topics such as get got call face back"
archive-new\311\Down.mid,311,Down,-0.03134615384615384,"['feel redeemed like cola bottles fall', 'dazzle like ghetto box boomin', 'throw sun rays', 'mouth gets loose', 'battles rattle inside', 'self made check', 'like intake', 'change like', 'whack show', 'violent force']","{'energy': 0.922, 'acousticness': 0.000179, 'danceability': 0.441, 'instrumentalness': 1.97e-06, 'liveness': 0.381, 'speechiness': 0.0655, 'loudness': -6.644, 'tempo': 175.411, 'time_signature': 4, 'valence': 0.565, 'genre': ['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion'], 'popularity': 60}",go time know world night,"311's song 'Down' has a negative tone and includes themes like feel redeemed like cola bottles fall, dazzle like ghetto box boomin, throw sun rays and belongs to genres such as alternative metal, alternative rock with a tempo of around 175.411 BPM. The lyrics often reflect topics such as go time know world night"
